Name,Address,Long,Lat,Num Beds 
Baylor Scott & White Surgical Hospital at Sherman,,,,12
Baylor Scott & White Surgical Hospital Fort Worth,,,,30
Baylor Scott & White Texas Spine & Joint Hospital,,,,20
Baylor Scott and White Medical Center Frisco,"5601 Warren Pkwy, Frisco, TX 75034",-96.83769144144706,33.10527845,68
Baylor Scott and White The Heart Hospital - Plano,"1100 Allied Dr, Plano, TX 75093",-96.7899585,33.0147813,114
Baylor Scott and White The Heart Hospital Denton,"2801 S Mayhill Rd, Denton, TX 76208",-97.0873753417851,33.1766245,22
Baylor Surgical Hospital at Las Colinas,"400 I-635, Irving, TX 75063",-96.9890639,32.9226518,20
Baylor University Medical Center,"3500 Gaston Ave, Dallas, TX 75246",-96.77792352832815,32.789943199999996,824
Ben Taub General Hospital,,,,684
Brownfield Regional Medical Center,"705 E Felt St, Brownfield, TX 79316",-102.26742039523069,33.187561099999996,26
Brownwood Regional Medical Center,"1501 Burnett Rd, Brownwood, TX 76801",-98.9934817954054,31.67750005,77
BSA Hospital,"1600 Wallace Blvd, Amarillo, TX 79106",-101.91972718265674,35.1967656,378
Carl R. Darnall Army Medical Center,"36065 Santa Fe Ave, Fort Hood, TX 76544",,,0
Cedar Park Regional Medical Center,"1401 Medical Pkwy, Cedar Park, TX 78613",-97.81178639720827,30.53198675,93
Central Texas Medical Center,"1301 Wonder World Dr, San Marcos, TX 78666",-97.94568102443523,29.852769350000003,170
Central Texas Veterans Health Care System - Olin E. Teague Veterans' Center,"1901 Veterans Memorial Dr bldg 163, Temple, TX 76504",,,0
CHI Saint Luke's Health - Memorial Lufkin,"1201 W Frank Ave, Lufkin, TX 75904",-94.74215750581233,31.3365864,184
CHI Saint Luke's Health - The Woodlands,,,,234
CHI Saint Luke's Health Lakeside Hospital,"17400 St. Luke's Way, The Woodlands, TX 77384",-95.45774428562085,30.199748803922997,30
CHI Saint Luke's Health-Baylor Saint Luke's Medical Center,"6720 Bertner Ave, Houston, TX 77030",-95.40044144691583,29.708142600000002,661
CHI St. Joseph Health College Station Hospital,"1604 Rock Prairie Rd, College Station, TX 77845",-96.28972833332514,30.58078975,114
CHI St. Joseph Health Regional Hospital,"2801 Franciscan Dr, Bryan, TX 77802",-96.34684721862918,30.65592455,209
CHI St. Luke's Health - Patients Medical Center,"4600 East Sam Houston Pkwy S, Pasadena, TX 77505",-95.1615576125,29.64115965,61
CHI St. Luke's Health - The Vintage Hospital,"20171 Chasewood Park Dr, Houston, TX 77070",,,86
CHI St. Luke's Health-Memorial Livingston,"1717 US-59 Loop N, Livingston, TX 77351",,,52
CHI St. Luke's Sugar Land Hospital,"1317 Lake Pointe Pkwy, Sugar Land, TX 77478",-95.62018323805144,29.605116549999998,100
CHI St.Luke's Health Brazosport Hospital,"100 Medical Dr, Lake Jackson, TX 77566",-95.4526156627362,29.0298232,94
Childress Regional Medical Center,"901 US-83, Childress, TX 79201",-100.18886,34.67997,39
CHRISTUS Jasper Memorial Hospital,"1275 Marvin Hancock Dr, Jasper, TX 75951",-94.0095940598994,30.9082083,40
CHRISTUS Mother Frances Hospital - South Tyler,"8389 S Broadway Ave, Tyler, TX 75703",-95.30872808152549,32.25716895,0
CHRISTUS Mother Frances Hospital - Tyler,,,,433
CHRISTUS Mother Frances Hospital-Sulphur Springs,"115 Airport Rd, Sulphur Springs, TX 75482",-95.5985667,33.156781,62
CHRISTUS Saint Michael Health System,,,,354
CHRISTUS Saint Michael Hospital - Atlanta,"1007 S William St, Atlanta, TX 75551",,,37
CHRISTUS Santa Rosa Hospital Alamo Heights,"403 Treeline Park, San Antonio, TX 78209",-98.47661059236404,29.505785,0
CHRISTUS Santa Rosa Hospital - Medical Center,"2827 Babcock Rd, San Antonio, TX 78229",-98.58916043195666,29.51237735,377
CHRISTUS Santa Rosa Hospital - New Braunfels,,,,0
CHRISTUS Santa Rosa Hospital-Westover Hills,"11212 TX-151, San Antonio, TX 78251",-98.6636208,29.4429701,0
CHRISTUS Southeast Texas - Saint Elizabeth,"2830 Calder Ave, Beaumont, TX 77702",-94.13125228282829,30.085676676767676,370
CHRISTUS Spohn Hospital Alice,"2500 E Main St, Alice, TX 78332",-98.04174957632559,27.76422075,72
CHRISTUS Spohn Hospital Beeville,"1500 E Houston St, Beeville, TX 78102",-97.732755,28.407828,40
CHRISTUS Spohn Hospital Corpus Christi - South,"5950 Saratoga Blvd, Corpus Christi, TX 78414",-97.3775415594925,27.684444900000003,0
CHRISTUS Spohn Hospital Corpus Christi -Shoreline,,,,570
CHRISTUS Spohn Hospital Kleberg,"1311 E General Cavazos Blvd, Kingsville, TX 78363",-97.8583347230561,27.491429697691068,50
CHRISTUS Trinity Mother Frances Louis and Peaches Owen Heart Hospital,"703 S Fleishel Ave, Tyler, TX 75702",-95.28982735448406,32.34283395,0
Citizens Medical Center,"2701 Hospital Dr, Victoria, TX 77901",-96.97776483818416,28.812803549999998,327
City Hospital at White Rock,"9440 Poppy Dr, Dallas, TX 75218",-96.70573559387194,32.8346015,187
Clear Lake Campus Hospital,"200 Blossom St, Webster, TX 77598",-95.12576854636114,29.5449721,149
Cleveland Emergency Hospital,,,,16
Cobalt Rehabilitation El Paso,"1600 E Cliff Dr, El Paso, TX 79902",-106.479515,31.776829,0
Columbus Community Hospital,"1430 S High St, Columbus, OH 43207",-82.99496032065784,39.93294735,40
Connally Memorial Medical Center,"499 10th St, Floresville, TX 78114",-98.17480935703003,29.15887585,44
Cornerstone Regional Hospital,"2302 Cornerstone Blvd, Edinburg, TX 78539",-98.20032855297416,26.264417899999998,14
Corpus Christi Medical Center - Bay Area,"7101 S Padre Island Dr, Corpus Christi, TX 78412",-97.34493799204424,27.693150199999998,0
Corpus Christi Medical Center - Doctors Regional,"3315 S Alameda St, Corpus Christi, TX 78411",-97.38880338070828,27.7532222,416
Corpus Christi Medical Center - Northwest,"13725 Northwest Blvd, Corpus Christi, TX 78410",-97.63581027768356,27.854865750000002,89
Corpus Christi Medical Center - The Heart Hospital,"7002 Williams Dr, Corpus Christi, TX 78412",-97.34726055870317,27.692418773749445,0
Covenant Health Levelland,"1900 College Ave, Levelland, TX 79336",-102.36891018869677,33.5731789,48
Covenant Health Plainview,"2601 Dimmitt, Plainview, TX 79072",-101.73248036048314,34.20625565,49
Covenant Medical Center,,,,380
Crescent Medical Center Lancaster,"2600 W Pleasant Run Rd, Lancaster, TX 75146",-96.81271815621673,32.60285065,84
Crockett Medical Center,"1100 E Loop 304, Crockett, TX 75835",-95.4371141270756,31.32215194104083,25
Dallas Medical Center,"7 Medical Pkwy, Farmers Branch, TX 75234",-96.8701093998375,32.91513835,119
Dallas Regional Medical Center,"1011 N Galloway Ave, Mesquite, TX 75149",-96.60000123469388,32.77942506122449,202
Dallas VA Medical Center,,,,0
Del Sol Medical Center,"10301 Gateway Blvd W, El Paso, TX 79925",-106.34985377519106,31.756934649999998,314
Dell Seton Medical Center at The University of Texas,,,,0
DeTar Hospital Navarro,"506 E San Antonio St, Victoria, TX 77901",-96.99770287415996,28.808133650000002,200
DeTar Hospital North,"101 Medical Dr, Victoria, TX 77904",-97.01952338258526,28.85448095,145
DHR Health,,,,519
Doctors Hospital of Laredo,"10700 McPherson Rd, Laredo, TX 78045",-99.4779249736694,27.606654849999998,183
Eastland Memorial Hospital,"304 S Daugherty Ave, Eastland, TX 76448",-98.82076147470906,32.399866200000005,36
Edinburg Regional Medical Center,"1102 W Trenton Rd, Edinburg, TX 78539",-98.18179392709115,26.261290199999998,838
El Campo Memorial Hospital,"303 Sandy Corner Rd, El Campo, TX 77437",,,26
El Paso Ltac Hospital,"1221 N Cotton St # 3, El Paso, TX 79902",,,33
Ennis Regional Medical Center,"2203 W Lampasas St, Ennis, TX 75119",-96.64134100576344,32.30699705,60
Faith Community Hospital,"215 Chisholm Trail, Jacksboro, TX 76458",,,17
Falls Community Hospital,"322 Coleman St, Marlin, TX 76661",-96.89402944303373,31.306879000000002,36
First Surgical Hospital,"4801 Bissonnet St, Bellaire, TX 77401",-95.462337,29.710373,19
First Texas Hospital,"9922 Louetta Rd, Houston, TX 77070",,,12
Fort Duncan Regional Medical Center,"3333 North Foster Maldonado Boulevard, Eagle Pass, TX 78852",-100.45399660367933,28.71224358111464,101
Foundation Surgical Hospital of El Paso,"1416 George Dieter Dr, El Paso, TX 79936",-106.3003141355411,31.734249050000003,40
Foundation Surgical Hospital of San Antonio,"9522 Huebner Rd, San Antonio, TX 78240",-98.59044291779173,29.5307325,20
Freestone Medical Center,"125 Newman St, Fairfield, TX 75840",-96.17098487195332,31.7257352,37
Glen Rose Medical Center,"1021 Holden St, Glen Rose, TX 76043",-97.74613168470358,32.24236525,16
Gonzales Memorial Hospital,"1110 N Sarah Dewitt Dr, Gonzales, TX 78629",-97.4289010998146,29.517569199999997,34
Grace Medical Center,,,,92
Graham Regional Medical Center,"1301 Montgomery Rd, Graham, TX 76450",-98.58363103400268,33.089291,25
Guadalupe Regional Medical Center,"1215 E Court St, Seguin, TX 78155",-97.94668157756769,29.568297049999998,139
Harlingen Medical Center,"5501 US-77, Harlingen, TX 78550",-97.7688039,26.6947098,112
HCA Houston Healthcare Clear Lake,"500 W. Medical Center Blvd, Webster, TX 77598",,,578
HCA Houston Healthcare Conroe,"504 Medical Center Blvd, Conroe, TX 77304",-95.46818561196082,30.2843191,296
HCA Houston Healthcare Mainland,"6801 Emmett F Lowry Expy, Texas City, TX 77591",-94.98654539799497,29.3933371,217
HCA Houston Healthcare North Cypress,"21214 Northwest Fwy, Cypress, TX 77429",-95.6779784,29.9561043,139
HCA Houston Healthcare Northwest,"710 Cypress Creek Pkwy, Houston, TX 77090",-95.4824698,29.9967434,312
HCA Houston Healthcare Pearland,"11100 Shadow Creek Pkwy, Pearland, TX 77584",-95.4080861,29.5772205,49
HCA Houston Healthcare Southeast,"4000 Spencer Hwy, Pasadena, TX 77504",-95.18391397474741,29.66145195,270
HCA Houston Healthcare Tomball,"605 Holderrieth Blvd, Tomball, TX 77375",-95.62323663483922,30.0874612,241
HCA Houston Healthcare West,"12141 Richmond Ave, Houston, TX 77082",-95.5139246,29.7293819,256
Heart Hospital of Austin,"3801 N Lamar Blvd, Austin, TX 78756",-97.7410796,30.30591,58
Hemphill County Hospital,"1020 S 4th St, Canadian, TX 79014",-100.38817002695538,35.90364915,15
Hendrick Medical Center,"1900 Pine St, Abilene, TX 79601",-99.73302769457042,32.4718469,386
Hereford Regional Medical Center,"540 W 15th St, Hereford, TX 79045",-102.41368042169026,34.8389213,30
Hill Country Memorial Hospital,"1020 S State Hwy 16, Fredericksburg, TX 78624",,,57
Hill Regional Hospital,"101 Circle Dr, Hillsboro, TX 76645",,,25
Houston Methodist Baytown Hospital,"4401 Garth Rd, Baytown, TX 77521",-94.98014881097262,29.7678206,218
Houston Methodist Clear Lake Hospital,"18300 Houston Methodist Dr, Nassau Bay, TX 77058",,,178
Houston Methodist Hospital,"6565 Fannin St, Houston, TX 77030",-95.39926397738664,29.7108167,1043
Houston Methodist Sugar Land Hospital,"16655 Southwest Fwy, Sugar Land, TX 77479",-95.63033368418519,29.58961845,347
Houston Methodist The Woodlands Hospital,"17201 Interstate 45 S, Shenandoah, TX 77385",,,146
Houston Methodist West Hospital,"18500 Katy Fwy, Houston, TX 77094",-95.5908149,29.7844915,193
Houston Methodist Willowbrook Hospital,"18220 TX-249, Houston, TX 77070",-95.5329726,29.9499157,313
Houston Physicians' Hospital,"333 N Texas Ave #1000, Webster, TX 77598",,,21
Hunt Regional Medical Center at Greenville,"4215 Joe Ramsey Blvd E, Greenville, TX 75401",-96.1243891347653,33.12201305,161
Huntsville Memorial Hospital,"110 Memorial Hospital Dr, Huntsville, TX 77340",-95.55903235151723,30.6983502,96
John Peter Smith Hospital,"1500 S Main St, Fort Worth, TX 76104",-97.32796714552929,32.7270451,562
Kell West Regional Hospital,"5420 Kell W Blvd, Wichita Falls, TX 76310",-98.58066083453065,33.87301225,41
Kerrville VA Hospital,,,,0
Knapp Medical Center,"1401 E 8th St, Weslaco, TX 78596",-97.97822095568606,26.1533828,186
Knox County Hospital,"1330 Coshocton Ave, Mt Vernon, OH 43050",,,28
Lake Granbury Medical Center,"1310 Paluxy Rd, Granbury, TX 76048",-97.803831994042,32.432769699999994,48
Lamb Healthcare Center,"1500 S Sunset Ave, Littlefield, TX 79339",-102.3443292,33.911968099999996,42
Laredo Medical Center,,,,302
Las Palmas Medical Center,"1801 N Oregon St, El Paso, TX 79902",-106.49834227113362,31.7699876,559
Legent Orthopedic and Spine,"5330 N Loop 1604 W, San Antonio, TX 78249",-98.59035775000001,29.590765349999998,26
Longview Regional Medical Center,"2901 N Fourth St, Longview, TX 75605",-94.73059081178579,32.53392735,224
Lubbock Heart Hospital,"4810 N Loop 289, Lubbock, TX 79416",-101.91580075474883,33.6029728,73
Lyndon B. Johnson Hospital,"5656 Kelley St, Houston, TX 77026",-95.3130452882651,29.811503199999997,0
Matagorda Regional Medical Center,"104 7th St, Bay City, TX 77414",-95.99154564147398,28.98016645,58
Mayhill Hospital,"2809 S Mayhill Rd, Denton, TX 76208",-97.08702860954133,33.175926450000006,59
McAllen Medical Center,"301 W Expy 83, McAllen, TX 78503",-98.22592798183837,26.186878800000002,542
Medical Arts Hospital,"11085 Little Patuxent Pkwy, Columbia, MD 21044",-76.88481615030645,39.2142159,22
Medical Center Hospital,,,,353
Medical City Alliance,"3101 N Tarrant Pkwy, Fort Worth, TX 76177",-97.31380504683743,32.89968895,75
Medical City Arlington,"3301 Matlock Rd, Arlington, TX 76015",-97.1129428701784,32.69218405,351
Medical City Dallas,"7777 Forest Ln, Dallas, TX 75230",-96.7732312545507,32.91149145,793
Medical City Denton,"3535 S Interstate 35, Denton, TX 76210",,,185
Medical City Fort Worth,"900 8th Ave, Fort Worth, TX 76104",-97.34514634519539,32.73570585,218
Medical City Frisco,"5500 Frisco Square Blvd, Frisco, TX 75034",-96.8387712,33.1508853,0
Medical City Las Colinas,"6800 N MacArthur Blvd, Irving, TX 75039",-96.95718306379402,32.902152349999994,80
Medical City Lewisville,"500 W Main St, Lewisville, TX 75057",-97.00443992528821,33.0439834,156
Medical City McKinney,"4500 Medical Center Dr, McKinney, TX 75069",-96.63738999478934,33.16003775,234
Medical City Plano,"3901 W 15th St, Plano, TX 75075",-96.76653526891775,33.0214002,461
Medical City Weatherford,"713 E Anderson St, Weatherford, TX 76086",-97.78575715481713,32.7479923,82
Memorial Hermann - Texas Medical Center,,,,1014
Memorial Hermann Cypress Hospital,"27800 Northwest Fwy, Cypress, TX 77433",-95.73257512577361,29.9867766,0
Memorial Hermann Greater Heights Hospital,"1635 N Loop W, Houston, TX 77008",-95.42982014819562,29.8108722,0
Memorial Hermann Katy Hospital,"23900 Katy Fwy, Katy, TX 77494",-95.8935179,29.7773719,208
Memorial Hermann Memorial City Medical Center,"921 Gessner Rd, Houston, TX 77024",-95.5451619,29.8382851,444
Memorial Hermann Northeast Hospital,"18951 N Memorial Dr, Humble, TX 77338",,,255
Memorial Hermann Orthopedic & Spine Hospital,,,,64
Memorial Hermann Pearland Hospital,"16100 South Fwy, Pearland, TX 77584",-95.3875368,29.5629154,0
Memorial Hermann Southeast Hospital,"11800 Astoria Blvd, Houston, TX 77089",,,0
Memorial Hermann Southwest Hospital,"7600 Beechnut St, Houston, TX 77074",-95.52216338049186,29.6938503,1388
Memorial Hermann Sugar Land Hospital,"17500 W Grand Pkwy S, Sugar Land, TX 77479",-95.69030895914179,29.56523795,145
Memorial Hermann Surgical Hospital First Colony,"16906 Southwest Fwy, Sugar Land, TX 77479",-95.63623861178974,29.5900418,7
Memorial Hermann Surgical Hospital Kingwood,"300 Kingwood Medical Dr, Kingwood, TX 77339",,,10
Memorial Hermann Surgical Hospital-First Colony,"16906 Southwest Fwy, Sugar Land, TX 77479",-95.63623861178974,29.5900418,6
Memorial Hermann The Woodlands Medical Center,,,,0
Memorial Hermann Tomball,,,,15
Methodist Ambulatory Surgery Hospital,"9150 Huebner Rd, San Antonio, TX 78240",-98.59498546596578,29.5273648,22
Methodist Charlton Medical Center,"3500 W Wheatland Rd, Dallas, TX 75237",-96.87637443629237,32.64549795,317
Methodist Children's Hospital,,,,198
Methodist Dallas Medical Center,"1441 N Beckley Ave, Dallas, TX 75203",-96.82504595860804,32.761253350000004,378
Methodist Hospital,,,,1637
Methodist Hospital for Surgery,"17101 Dallas Pkwy, Addison, TX 75001",-96.82952707583622,32.984756700000005,32
Methodist Hospital South,"1905 Hwy 97 East, Jourdanton, TX 78026",,,67
Methodist Mansfield Medical Center,"2700 E Broad St, Mansfield, TX 76063",-97.09447871877107,32.56835315,254
Methodist McKinney Hospital,"8000 W Eldorado Pkwy, McKinney, TX 75070",,,23
Methodist Richardson Medical Center,"2831 E President George Bush Hwy, Richardson, TX 75082",,,223
Methodist Southlake Hospital,"421 E State Hwy 114, Southlake, TX 76092",,,0
Methodist Specialty and Transplant Hospital,"8026 Floyd Curl Dr, San Antonio, TX 78229",-98.5763446577501,29.5142308,217
Methodist Stone Oak Hospital,"1139 E Sonterra Blvd, San Antonio, TX 78258",-98.47467693334383,29.615997049999997,242
Methodist Texsan Hospital,"6700 W IH 10, San Antonio, TX 78201",,,120
Metropolitan Methodist Hospital,"1310 McCullough Ave, San Antonio, TX 78212",-98.4916318945969,29.4410901,279
Michael E. DeBakey VA Medical Center,"2002 Holcombe Blvd, Houston, TX 77030",-95.38885496647026,29.70187215,0
Midland Memorial Hospital,"400 Rosalind Redfern Grover Pkwy, Midland, TX 79701",-102.0988026,31.9976318,228
Mission Regional Medical Center,"900 S Bryan Rd, Mission, TX 78572",-98.31486920333285,26.19590675,297
Mission Trail Baptist Hospital,"3333 Research Plaza, San Antonio, TX 78235",-98.43830989800655,29.34443675,0
Nacogdoches Medical Center,"4920 NE Stallings Dr, Nacogdoches, TX 75965",-94.65376497310612,31.6527489,155
Nacogdoches Memorial Hospital,"1204 N Mound St, Nacogdoches, TX 75961",-94.64925106008067,31.61251455,141
Navarro Regional Hospital,"3201 TX-22, Corsicana, TX 75110",-96.50375691329614,32.085191962921385,49
Nocona General Hospital,"100 Park Rd, Nocona, TX 76255",-97.73242839853117,33.77761235,18
North Central Baptist Hospital,"520 Madison Oak Dr, San Antonio, TX 78258",-98.49147940297803,29.62006925,0
North Central Surgical Center,"9301 N Central Expy Ste 100, Dallas, TX 75231",,,24
North Texas Medical Center,"1900 Hospital Boulevard, Gainesville, TX 76240",-97.16252247246615,33.64593885,36
Northeast Baptist Hospital,"8811 Village Dr, San Antonio, TX 78217",-98.42885707473947,29.51975375,0
Northeast Methodist Hospital,"12412 Judson Rd, Live Oak, TX 78233",-98.34803305991014,29.55267685,116
Northwest Hills Surgical Hospital,"6818 Austin Center Blvd, Austin, TX 78731",-97.7517664,30.3502455,8
Northwest Texas Healthcare System,"1501 Coulter St, Amarillo, TX 79106",-101.92062386425334,35.20107685,444
Northwest Texas Surgical Hospital,"3501 S Soncy Rd, Amarillo, TX 79119",-101.9365916707045,35.1739284,4
OakBend Medical Center,"1705 Jackson St, Richmond, TX 77469",-95.77017411162757,29.5767859,188
Odessa Regional Medical Center,,,,206
Palestine Regional Medical Center,,,,152
Palo Pinto General Hospital,"400 SW 25th Ave, Mineral Wells, TX 76067",-98.14505161247044,32.7991435,48
Pampa Regional Medical Center,"1 Medical Plaza, Pampa, TX 79065",,,110
Panhandle Surgical Hospital,"7100 SW 9th Ave, Amarillo, TX 79106",-101.91869615808926,35.20677735,0
Paris Regional Medical Center,"865 Deshong Dr, Paris, TX 75460",-95.5482588837663,33.6874797,253
Parkland Hospital,"5200 Harry Hines Blvd, Dallas, TX 75235",-96.83538144818552,32.813180700000004,807
Parkview Regional Hospital,"600 S Bonham St, Mexia, TX 76667",-96.48057142119065,31.675388849999997,58
Permian Regional Medical Center,"720 Hospital Dr, Andrews, TX 79714",-102.54607738315804,32.3376642,30
Peterson Regional Medical Center,"551 Hill Country Dr, Kerrville, TX 78028",-99.15276343380344,30.04364555,110
Providence Hospital of North Houston,"16750 Red Oak Dr, Houston, TX 77090",-95.575247,31.407473,16
Quail Creek Surgical Hospital,"6819 Plum Creek Dr, Amarillo, TX 79106",-101.912762607376,35.21040755,32
Resolute Health Hospital,"555 Creekside Crossing, New Braunfels, TX 78130",-98.06964272347676,29.7205877,112
Rio Grande Regional Hospital,"101 E Ridge Rd, McAllen, TX 78503",-98.22126016585716,26.18658035,320
Rolling Plains Memorial Hospital,"200 E Arizona Ave, Sweetwater, TX 79556",-100.39741561961858,32.4530775,39
SageCrest Hospital of Carrollton,"1401 E Trinity Mills Rd, Carrollton, TX 75006",-96.89839929563385,32.98571125,18
Saint Camillus Medical Center,"1612 Hurst Town Center Dr, Hurst, TX 76054",-97.18816634895535,32.8433756,23
Saint David's Georgetown Hospital,"2000 Scenic Dr, Georgetown, TX 78626",-97.68854840778079,30.62666435,96
Saint David's Medical Center,"12221 N Mopac Expy, Austin, TX 78758",-97.70636441917071,30.4117954,588
Saint David's North Austin Medical Center,"12221 N Mopac Expy, Austin, TX 78758",-97.70636441917071,30.4117954,393
Saint David's Round Rock Medical Center,"2400 Round Rock Ave, Round Rock, TX 78681",-97.71407728354596,30.510429199999997,169
Saint David's South Austin Medical Center,,,,299
Saint Joseph Medical Center,,,,378
Saint Joseph Medical Center in The Heights,,,,0
Saint Luke's Baptist Hospital,"7930 Floyd Curl Dr, San Antonio, TX 78229",-98.57515056577913,29.512461549999998,0
Saint Mark's Medical Center,"1 Saint Marks Pl #110, La Grange, TX 78945",,,38
San Angelo Community Medical Center,"3501 Knickerbocker Rd, San Angelo, TX 76904",-100.47014173063732,31.41779915,131
San Antonio Military Medical Center North - Brooke Army Medical Center,"3551 Roger Brooke Dr, Fort Sam Houston, TX 78234",,,0
Scenic Mountain Medical Center,"1601 W 11th Pl, Big Spring, TX 79720",-101.4149105,32.2574444,92
Seton Medical Center Harker Heights,"850 W Central Texas Expy, Harker Heights, TX 76548",,,66
Seymour Hospital,,,,27
Shannon Medical Center,"120 E Harris Ave, San Angelo, TX 76903",-100.43385785176329,31.46476045,369
South Texas Spine & Surgical Hospital,,,,30
South Texas Surgical Hospital,"6130 Parkway Dr, Corpus Christi, TX 78414",-97.3747627599133,27.685767849999998,33
Southwest General Hospital,"18697 Bagley Rd, Middleburg Heights, OH 44130",-81.83207812557252,41.369883,225
Starr County Memorial Hospital,"128 FM 3167, Rio Grande City, TX 78582",-98.85847742407981,26.37722935,48
Stephens Memorial Hospital,"181 Main St, Norway, ME 04268",-70.5320156776149,44.20958395,14
Surgery Specialty Hospitals of America,"4301 Vista Rd, Pasadena, TX 77504",-95.17767373684836,29.6597574,37
Texas Emergency Hospital,"300 E Crockett St, Cleveland, TX 77327",-95.0854780882577,30.34184655,107
Texas Health Allen,"1105 N Central Expy, Allen, TX 75013",-96.6820517,33.0879045,44
Texas Health Alliance,"10864 Texas Health Trail, Fort Worth, TX 76244",-97.30926740818288,32.931336447522845,101
Texas Health Arlington Medical Hospital,,,,229
Texas Health Azle,,,,31
Texas Health Center for Diagnostics & Surgery,"6020 W Parker Rd, Plano, TX 75093",-96.8158811,33.0439652,18
Texas Health Cleburne,"201 Walls Dr, Cleburne, TX 76033",-97.4387414265399,32.3321414,109
Texas Health Dallas,"8200 Walnut Hill Ln, Dallas, TX 75231",-96.76244674183924,32.87977855,629
Texas Health Denton,"3000 N Interstate 35, Denton, TX 76201",-97.1676821,33.2166248,196
Texas Health Fort Worth,,,,662
Texas Health Harris Methodist Hospital Southlake,"1545 E Southlake Blvd, Southlake, TX 76092",-97.1281136735119,32.9396582,17
Texas Health Heart & Vascular Hospital Arlington,"811 Wright St, Arlington, TX 76012",-97.1164531,32.7487164,47
Texas Health HEB,"1600 Hospital Pkwy, Bedford, TX 76022",-97.123268575,32.8346959,249
Texas Health Huguley Hospital Fort Worth South,"11801 South Fwy, Burleson, TX 76028",-97.31682644944904,32.5865364,213
Texas Health Kaufman,"850 Ed Hall Dr, Kaufman, TX 75142",,,63
Texas Health Plano,"6200 W Parker Rd, Plano, TX 75093",-96.83625957378422,33.043745349999995,369
Texas Health Presbyterian Hospital Flower Mound,"4400 Long Prairie Rd, Flower Mound, TX 75028",-97.06745997038328,33.045824800000005,99
Texas Health Southwest,"6301 Harris Pkwy #100, Fort Worth, TX 76132",,,245
Texas Health Stephenville,"411 N Belknap St, Stephenville, TX 76401",-98.20416651020409,32.22231253061225,50
Texas Institute for Surgery,"7115 Greenville Ave, Dallas, TX 75231",-96.76206448794358,32.8769568,9
Texas Orthopedic Hospital,"7401 Main St, Houston, TX 77030",-95.409001,29.701104,49
Texoma Medical Center,"5016 US-75, Denison, TX 75020",-96.58312033333334,33.710902,378
The Hospital at Westlake Medical Center,"5656 Bee Caves Rd, West Lake Hills, TX 78746",-97.82521089425529,30.295875,23
The Hospitals of Providence East Campus,"3280 Joe Battle Blvd, El Paso, TX 79938",-106.26464412523352,31.7904752,182
The Hospitals of Providence Horizon City Campus,"13600 Horizon Blvd, Horizon City, TX 79928",-106.1740634,31.6827212,9
The Hospitals of Providence Memorial Campus,"2001 N Oregon St, El Paso, TX 79902",-106.50093970595606,31.770289050000002,320
The Hospitals of Providence Sierra Campus,"1625 Medical Center Drive, El Paso, TX 79902",,,258
The Hospitals of Providence Transmountain Campus,"2000 Woodrow Bean Transmountain Dr, El Paso, TX 79911",-106.56448036225146,31.904658650000002,106
The Medical Center of Southeast Texas,"2555 Jimmy Johnson Blvd, Port Arthur, TX 77640",-93.98894476836925,29.9356256,216
The Physicians Centre Hospital,"3131 University Dr E, Bryan, TX 77802",-96.29802446908816,30.65029325,16
The University of Texas M. D. Anderson Cancer Center,"1515 Holcombe Blvd, Houston, TX 77030",-95.39762257223782,29.70766895,674
The University of Texas Medical Branch Galveston Campus,"301 University Blvd, Galveston, TX 77555",,,561
The Woman's Hospital of Texas,"7600 Fannin St, Houston, TX 77054",-95.40279261588742,29.693377499999997,257
Thomas E. Creek VA Medical Center,"6010 W Amarillo Blvd, Amarillo, TX 79106",-101.9048014786144,35.20303277326528,0
Titus Regional Medical Center,"2001 N Jefferson Ave, Mt Pleasant, TX 75455",-94.97180741722086,33.175999149999996,70
TOPS Surgical Specialty Hospital,"17080 Red Oak Dr, Houston, TX 77090",-95.575247,31.407473,16
Townsen Memorial Hospital,"1475 Farm to Market 1960 Bypass Rd E, Humble, TX 77338",,,0
Tyler County Hospital,"1100 W Bluff St, Woodville, TX 75979",-94.42785452429015,30.77583755,25
United Memorial Medical Center,"127 North St, Batavia, NY 14020",-78.17688951157271,43.005773,97
United Regional Eleventh Street Campus,"1600 11th St, Wichita Falls, TX 76301",-98.50182101984726,33.90246665,250
University Hospital,,,,633
University Medical Center,,,,476
University Medical Center of El Paso,,,,271
USMD Hospital at Arlington,"801 W Interstate 20, Arlington, TX 76017",-97.11792799285112,32.67973365,34
USMD Hospital at Fort Worth,"5900 Altamesa Blvd, Fort Worth, TX 76132",-97.41836663398574,32.646704,8
UT Health Athens,"2000 S Palestine St, Athens, TX 75751",-95.84632240898453,32.170580900000004,127
UT Health Carthage,"409 Cottage Rd, Carthage, TX 75633",-94.34663424890837,32.16653685,42
UT Health Henderson,"300 Wilson St, Henderson, TX 75652",-94.79545830921626,32.16041345,41
UT Health Jacksonville,"501 S Ragsdale St, Jacksonville, TX 75766",-95.27055848511714,31.9601097,32
UT Health North Campus Tyler,"11937 US-271, Tyler, TX 75708",-95.2732987,32.3922951,130
UT Health Tyler,"1000 S Beckham Ave, Tyler, TX 75701",-95.29032335732722,32.33827745,339
Val Verde Regional Medical Center,"801 N Bedell Ave, Del Rio, TX 78840",-100.89215742366471,29.3749845,47
