NAME,ADDRESS,CITY,STATE,COUNTRY,ZIP,TYPE,STATUS,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,OWNER,BEDS
UPMC HAMOT,201 STATE STREET,ERIE,PA,USA,16550,GENERAL ACUTE CARE,OPEN,412,ERIE,42.135112,-80.08536294,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.upmc.com/locations/hospitals/hamot/pages/default.aspx,NON-PROFIT,412
SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,ERIE,PA,USA,16544,GENERAL ACUTE CARE,OPEN,428,ERIE,42.111371,-80.079539,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.svhs.org,NON-PROFIT,428
SOUTH SHORE HOSPITAL,55 FOGG ROAD,WEYMOUTH,MA,USA,2190,GENERAL ACUTE CARE,OPEN,370,NORFOLK,42.176,-70.9541,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.southshorehospital.org,NON-PROFIT,370
GREENBAUM SURGICAL SPECIALTY HOSPITAL,3535 NORTH SCOTTSDALE ROAD,SCOTTSDALE,AZ,USA,85251,GENERAL ACUTE CARE,OPEN,-999,MARICOPA,33.49019104,-111.9255516,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,-999
"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S MEDICAL CENTER",1500 SOUTH MILL AVENUE,TEMPE,AZ,USA,85281,GENERAL ACUTE CARE,OPEN,-999,MARICOPA,33.41259686,-111.9406125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NON-PROFIT,-999
SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,363 HIGHLAND AVENUE,FALL RIVER,MA,USA,2720,GENERAL ACUTE CARE,OPEN,328,BRISTOL,41.7094,-71.146,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.southcoast.org/charlton/,NON-PROFIT,328
NORTH ADAMS REGIONAL HOSPITAL,71 HOSPITAL AVENUE,NORTH ADAMS,MA,USA,1247,GENERAL ACUTE CARE,CLOSED,36,BERKSHIRE,42.7071,-73.1095,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.nbhealth.org,NON-PROFIT,36
ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,USA,1950,GENERAL ACUTE CARE,OPEN,111,ESSEX,42.8144,-70.8911,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.ajh.org,NON-PROFIT,111
LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,USA,1842,GENERAL ACUTE CARE,OPEN,189,ESSEX,42.71,-71.1501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.lawrencegeneral.org,NON-PROFIT,189
EXCELA HEALTH WESTMORELAND HOSP JEANETTE,JEFFERSON AVE,JEANETTE,PA,USA,15644,GENERAL ACUTE CARE,CLOSED,-999,WESTMORELAND,40.31957095,-79.6107731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.pa.gov/,http://www.dciinc.org/,NOT AVAILABLE,-999
SPRINGFIELD HOSPITAL,190 W SPROUL RD,SPRINGFIELD,PA,USA,19064,GENERAL ACUTE CARE,OPEN,-999,DELAWARE,39.92205017,-75.35005619,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.crozerkeystone.org/Locations/location-profile/?id=5,NON-PROFIT,-999
MAYO CLINIC HOSPITAL ROCHESTER ST MARY'S CAMPUS,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,USA,55902,GENERAL ACUTE CARE,OPEN,1265,OLMSTED,44.02055915,-92.48272029,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,http://www.mayoclinic.org,NON-PROFIT,1265
METHODIST HOSPITAL-ER,2301 S BROAD ST,PHILADELPHIA,PA,USA,19148,GENERAL ACUTE CARE,OPEN,-999,PHILADELPHIA,39.92113587,-75.16930237,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://hospitals.jefferson.edu/,NOT AVAILABLE,-999
CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,USA,85224,GENERAL ACUTE CARE,OPEN,338,MARICOPA,33.29739077,-111.8746119,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,338
LEHIGH VALLEY HOSPITAL-17TH ST,1637 W CHEW ST,ALLENTOWN,PA,USA,18102,GENERAL ACUTE CARE,OPEN,-999,LEHIGH,40.60213885,-75.49446471,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.lvhn.org/facilities_directions/hospital_locations/lehigh_valley_hospital_17th_street,NOT AVAILABLE,-999
TEMPLE UNIVERSITY-EPISCOPAL HOSP-ER,100 E LEHIGH AVE,PHILADELPHIA,PA,USA,19125,GENERAL ACUTE CARE,OPEN,21,PHILADELPHIA,39.98985686,-75.12912404,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://episcopal.templehealth.org/content/default.htm,GOVERNMENT - STATE,21
ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,USA,18801,GENERAL ACUTE CARE,OPEN,25,SUSQUEHANNA,41.8375429,-75.83676903,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://endlesscare.org/,NON-PROFIT,25
ST LUKE'S HOSPITAL ANDERSON CAMPUS,1872 ST. LUKE'S BLVD,EASTON,PA,USA,18045,GENERAL ACUTE CARE,OPEN,108,NORTHAMPTON,40.64914776,-75.28782091,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://anderson.slhn.org/,NON-PROFIT,108
TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,USA,47802,GENERAL ACUTE CARE,OPEN,278,VIGO,39.41939616,-87.40904674,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.regionalhospital.com,PROPRIETARY,278
UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,USA,47804,GENERAL ACUTE CARE,OPEN,211,VIGO,39.48586458,-87.40697561,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.uhhg.org,NON-PROFIT,211
NORTH GEORGIA MEDICAL CENTER,1362 SOUTH MAIN STREET,ELLIJAY,GA,USA,30540,GENERAL ACUTE CARE,CLOSED,-999,GILMER,34.67856195,-84.49337651,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/Locator.html#,NOT AVAILABLE,NOT AVAILABLE,50
AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,USA,30912,GENERAL ACUTE CARE,OPEN,632,RICHMOND,33.47087633,-81.98970572,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.augustahealth.org/locations-and-maps/medical-center,GOVERNMENT - STATE,632
BETHESDA NORTH,10500 MONTGOMERY ROAD,CINCINNATI,OH,USA,45242,GENERAL ACUTE CARE,OPEN,524,HAMILTON,39.25197995,-84.34178469,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.trihealth.com/hospitals-and-practices/bethesda-north-hospital/,NON-PROFIT,524
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,USA,47630,GENERAL ACUTE CARE,OPEN,24,WARRICK,37.97488317,-87.44510778,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.deaconess.com/,PROPRIETARY,24
MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,USA,4011,GENERAL ACUTE CARE,OPEN,92,CUMBERLAND,43.90629637,-69.89018159,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,http://www.midcoasthealth.com,NON-PROFIT,92
MAINE MEDICAL CENTER,22 BRAMHALL STREET,PORTLAND,ME,USA,4102,GENERAL ACUTE CARE,OPEN,637,CUMBERLAND,43.65260994,-70.27580216,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,http://www.mmc.org,NON-PROFIT,637
NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,78 HOSPITAL ROAD,MACON,MS,USA,39341,CRITICAL ACCESS,OPEN,25,NOXUBEE,33.1222328,-88.55860538,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://www.ngcah.com/,GOVERNMENT - LOCAL,25
MIDTOWN MEDICAL CENTER,"710 CENTER ST, BOX 951",COLUMBUS,GA,USA,31901,GENERAL ACUTE CARE,OPEN,413,MUSCOGEE,32.48085872,-84.98117702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://columbusregional.com/locations/midtown-medical-center/,PROPRIETARY,413
MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,OH,USA,44256,GENERAL ACUTE CARE,OPEN,171,MEDINA,41.13845088,-81.83829293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.medinahospital.org,NON-PROFIT,171
PHOENIX INDIAN MEDICAL CENTER,4212 N 16TH STREET,PHOENIX,AZ,USA,85016,CRITICAL ACCESS,OPEN,-999,MARICOPA,33.49715564,-112.0488583,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/findhealthcare/,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_phx,GOVERNMENT - FEDERAL,-999
ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,USA,95948,GENERAL ACUTE CARE,OPEN,45,BUTTE,39.36752632,-121.6896546,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.orchardhospital.com/,NON-PROFIT,45
MARION GENERAL HOSPITAL,1560 SUMRALL ROAD,COLUMBIA,MS,USA,39429,GENERAL ACUTE CARE,OPEN,49,MARION,31.25599595,-89.8055791,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://www.forresthealth.org/our-locations/marion-general-hospital/,GOVERNMENT - LOCAL,49
TUBA CITY REGIONAL HEALTH CARE,167 N MAIN STREET & EAST ELM AVE,TUBA CITY,AZ,USA,86045,CRITICAL ACCESS,OPEN,-999,COCONINO,36.13585509,-111.2367919,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/findhealthcare/,http://tchealth.org/,GOVERNMENT - FEDERAL,-999
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"OFF HIGHWAY 191, PHS/IHS DR",CHINLE,AZ,USA,86503,CRITICAL ACCESS,OPEN,-999,APACHE,36.15760286,-109.6081006,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/findhealthcare/,http://www.ihs.gov/Navajo/index.cfm?module=nao_hcc_chinle,GOVERNMENT - FEDERAL,-999
ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,USA,47421,CRITICAL ACCESS,OPEN,25,LAWRENCE,38.85287258,-86.49395817,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org/St-Vincent-Dunn/Default.aspx,NON-PROFIT,25
SELLS HOSPITAL,HWY 86 & TOPAWA RD,SELLS,AZ,USA,85634,CRITICAL ACCESS,OPEN,-999,PIMA,31.91850571,-111.8904886,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/findhealthcare/,http://www.ihs.gov/Tucson/index.cfm?module=dsp_tuc_facs,GOVERNMENT - FEDERAL,-999
SAN CARLOS HOSPITAL,238 CIBEQUE CIRCLE,SAN CARLOS,AZ,USA,85550,CRITICAL ACCESS,CLOSED,-999,GILA,33.35380069,-110.454356,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_sanCarlos,GOVERNMENT - FEDERAL,-999
SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,USA,46545,GENERAL ACUTE CARE,OPEN,294,ST. JOSEPH,41.70717738,-86.17446958,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.sjmed.com,NON-PROFIT,294
RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BOULEVARD,RAPID CITY,SD,USA,57701,GENERAL ACUTE CARE,OPEN,417,PENNINGTON,44.0577486,-103.2252503,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.rcrh.org,NON-PROFIT,417
CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,USA,85635,GENERAL ACUTE CARE,OPEN,100,COCHISE,31.5524178,-110.2297796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,http://www.canyonvistamedicalcenter.com/,PROPRIETARY,100
LOUIS SMITH MEMORIAL HOSPITAL,116 WEST THIGPEN AVENUE,LAKELAND,GA,USA,31635,CRITICAL ACCESS,CLOSED,25,LANIER,31.04223522,-83.08605202,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,https://www.sgmc.org/locations/sgmc_lanier_campus.aspx,NON-PROFIT,25
MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,USA,31201,GENERAL ACUTE CARE,OPEN,637,BIBB,32.83325388,-83.63550532,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,https://www.navicenthealth.org/,NON-PROFIT,637
WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,USA,30076,GENERAL ACUTE CARE,OPEN,-999,FULTON,34.06332132,-84.31997247,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,https://www.wellstar.org/locations/pages/wellstar-north-fulton-hospital.aspx,NOT AVAILABLE,202
ST MARY'S GOOD SAMARITAN HOSPITAL,1201 SILOAM HIGHWAY,GREENSBORO,GA,USA,30642,CRITICAL ACCESS,CLOSED,25,GREENE,33.57248429,-83.1728378,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,http://www.stmarysgoodsam.org,NON-PROFIT,25
RIVERVIEW HOSPITAL,395 WESTFIELD RD,NOBLESVILLE,IN,USA,46060,GENERAL ACUTE CARE,OPEN,162,HAMILTON,40.04581762,-86.02352185,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.riverview.org,GOVERNMENT - LOCAL,162
AVERA SAINT LUKES HOSPITAL,305 SOUTH STATE STREET,ABERDEEN,SD,USA,57401,GENERAL ACUTE CARE,OPEN,109,BROWN,45.46151003,-98.47851235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.avera.org/st-lukes-hospital/,NON-PROFIT,109
ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,USA,30642,CRITICAL ACCESS,OPEN,49,GREENE,33.48143224,-83.24222511,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.stmarysgoodsam.org/,NON-PROFIT,49
"TY COBB REGIONAL MEDICAL CENTER, LLC",367 CLEAR CREEK PARKWAY,LAVONIA,GA,USA,30553,GENERAL ACUTE CARE,OPEN,56,FRANKLIN,34.43972191,-83.13239384,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.stmaryssacredheart.org/,NON-PROFIT,56
ST ELIZABETHS MEDICAL CENTER,1200 GRANT BOULEVARD WEST,WABASHA,MN,USA,55981,CRITICAL ACCESS,OPEN,25,WABASHA,44.38778872,-92.04738659,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,https://healthcare.ascension.org/Locations/Wisconsin/WIAPM/Wabasha%20Saint%20Elizabeths%20Medical%20Center,NON-PROFIT,25
AVERA ST MARY'S HOSPITAL,801 EAST SIOUX AVENUE,PIERRE,SD,USA,57501,GENERAL ACUTE CARE,OPEN,50,HUGHES,44.35980422,-100.3426267,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.avera.org/locations/st-marys/,NON-PROFIT,50
MADISON COMMUNITY HOSPITAL,917 NORTH WASHINGTON AVENUE,MADISON,SD,USA,57042,GENERAL ACUTE CARE,CLOSED,25,LAKE,44.01454423,-97.11042813,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://arcgis.sd.gov/ArcGIS/rest/services/SD_All/MapServer/38,http://www.madisonhospital.com,NON-PROFIT,25
SANFORD ABERDEEN MEDICAL CENTER,2905 3RD AVE SE,ABERDEEN,SD,USA,57401,GENERAL ACUTE CARE,OPEN,48,BROWN,45.46302526,-98.44608444,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.sanfordaberdeen.org/,NON-PROFIT,48
TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,USA,2111,GENERAL ACUTE CARE,OPEN,415,SUFFOLK,42.3499,-71.064,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.tuftsmedicalcenter.org,NON-PROFIT,415
WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,USA,30141,GENERAL ACUTE CARE,OPEN,83,PAULDING,33.9007283,-84.78072591,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,https://www.wellstar.org/locations/pages/wellstar-paulding-hospital.aspx,NON-PROFIT,83
BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,88 EAST NEWTON STRET,BOSTON,MA,USA,2118,GENERAL ACUTE CARE,OPEN,214,SUFFOLK,42.337,-71.0706,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.bmc.org,NON-PROFIT,214
WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,USA,55987,GENERAL ACUTE CARE,OPEN,99,WINONA,44.03345769,-91.62296063,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,http://www.winonahealth.org,NON-PROFIT,99
BRIGHAM AND WOMEN'S HOSPITAL,45 FRANCIS STREET,BOSTON,MA,USA,2115,GENERAL ACUTE CARE,OPEN,763,SUFFOLK,42.3359,-71.1068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.brighamandwomens.org,NON-PROFIT,763
AVERA SACRED HEART HOSPITAL,501 SUMMIT STREET,YANKTON,SD,USA,57078,GENERAL ACUTE CARE,OPEN,99,YANKTON,42.87325455,-97.40819102,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.averasacredheart.com,NON-PROFIT,99
AVERA QUEEN OF PEACE HOSPITAL,525 NORTH FOSTER STREET,MITCHELL,SD,USA,57301,GENERAL ACUTE CARE,OPEN,67,DAVISON,43.71434228,-98.0080208,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.averaqueenofpeace.org,NON-PROFIT,67
ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,USA,1331,GENERAL ACUTE CARE,OPEN,25,WORCESTER,42.5855,-72.2089,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.atholhospital.org,NON-PROFIT,25
UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,55 LAKE AVENUE NORTH,WORCESTER,MA,USA,1655,GENERAL ACUTE CARE,OPEN,431,WORCESTER,42.2778,-71.7617,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.umassmemorial.org,NON-PROFIT,431
SANFORD UNIVERSITY OF SOUTH DAKOTA MEDICAL CENTER,1305 WEST 18TH STREET,SIOUX FALLS,SD,USA,57105,GENERAL ACUTE CARE,OPEN,545,MINNEHAHA,43.53551618,-96.74210587,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.sanfordhealth.org/locations/sanford-usd-medical-center,NON-PROFIT,545
PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NORTHWEST,WATERTOWN,SD,USA,57201,GENERAL ACUTE CARE,OPEN,81,CODINGTON,44.91097461,-97.12123734,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,http://www.prairielakes.com,NON-PROFIT,81
EMERSON HOSPITAL,133 OLD ROAD TO NINE ACRE CORNER,CONCORD,MA,USA,1742,GENERAL ACUTE CARE,OPEN,150,MIDDLESEX,42.4517,-71.3758,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.emersonhospital.org/en/Locations/EmersonMainCampus.aspx,NON-PROFIT,150
METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,67 UNION STREET,NATICK,MA,USA,1760,GENERAL ACUTE CARE,OPEN,160,MIDDLESEX,42.28,-71.3356,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mwmc.com,PROPRIETARY,160
WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,USA,1890,GENERAL ACUTE CARE,OPEN,189,MIDDLESEX,42.466,-71.1228,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.winchesterhospital.org,NON-PROFIT,189
LAHEY CLINIC MEDICAL CENTER,41 MALL ROAD,BURLINGTON,MA,USA,1805,GENERAL ACUTE CARE,OPEN,335,MIDDLESEX,42.4883,-71.1989,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.lahey.org,NON-PROFIT,335
ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,USA,46260,GENERAL ACUTE CARE,OPEN,-999,MARION,39.90898745,-86.19573222,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org,NON-PROFIT,-999
TIPPAH COUNTY HOSPITAL,1005 CITY AVENUE NORTH,RIPLEY,MS,USA,38663,GENERAL ACUTE CARE,OPEN,25,TIPPAH,34.73938981,-88.95024734,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://www.tippahcounty.ripley.ms/hospital.html,GOVERNMENT - LOCAL,25
COMMUNITY HOSPITAL,BURNETT ROAD,SPRINGFIELD,OH,USA,45504,GENERAL ACUTE CARE,CLOSED,254,CLARK,39.91925223,-83.76849824,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.communityhospital.com,NON-PROFIT,254
HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,USA,23229,GENERAL ACUTE CARE,OPEN,340,HENRICO,37.60437942,-77.53988567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,http://henricodoctors.com/,PROPRIETARY,340
BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,USA,1301,GENERAL ACUTE CARE,OPEN,89,FRANKLIN,42.5957,-72.5923,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.baystatehealth.com/fmc,NON-PROFIT,89
MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,271 CAREW STREET,SPRINGFIELD,MA,USA,1102,GENERAL ACUTE CARE,OPEN,229,HAMPDEN,42.11513795,-72.5933057,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mercycares.com,NON-PROFIT,229
LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,USA,24060,GENERAL ACUTE CARE,OPEN,146,MONTGOMERY,37.18720637,-80.4110117,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,www.lewisgale.com,NOT AVAILABLE,146
BAY STATE WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,USA,1069,GENERAL ACUTE CARE,OPEN,74,HAMPDEN,42.1696,-72.3418,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.baystatewinghospital.org/,NON-PROFIT,74
